,0
5725,"fresh tuna,avocado,milk,fromage blanc,honey,cake,french fries"
5726,cookies
5727,"milk,champagne"
5728,champagne
5729,"pancakes,fresh bread,white wine"
5730,"yogurt cake,light mayo"
5731,"frozen vegetables,milk,nonfat milk,eggs,green beans,french fries,frozen smoothie,mushroom cream sauce,pancakes,light mayo,melons,tomato juice"
5732,"ground beef,tomato juice"
5733,melons
5734,"grated cheese,ground beef,spaghetti,mineral water,chocolate,milk,olive oil,almonds,soda,chicken,green tea"
5735,
5736,"nonfat milk,carrots,clothes accessories,hot dogs,green tea"
5737,"muffins,whole wheat rice,escalope,mashed potato"
5738,melons
5739,"whole weat flour,cottage cheese,protein bar"
5740,"pancakes,mint"
5741,cake
5742,hot dogs
5743,
5744,"mineral water,milk,eggs,ketchup,green beans,fresh bread,candy bars"
5745,"frozen vegetables,mineral water,milk,black tea,cereals,chocolate,pancakes,yogurt cake"
5746,"french fries,green tea"
5747,"frozen vegetables,eggs,oil,barbecue sauce,chili,whole weat flour,french fries,cookies,brownies,pancakes,energy drink,salt"
5748,"green tea,french fries,champagne,cookies,brownies,pancakes"
5749,"pancakes,green tea"
5750,"spaghetti,whole wheat rice"
5751,"corn,low fat yogurt"
5752,salad
5753,"ground beef,tomato sauce,yams,whole wheat rice,green beans"
5754,frozen vegetables
5755,cottage cheese
5756,yogurt cake
5757,"avocado,muffins,champagne,cookies,body spray"
5758,
5759,"milk,butter,almonds,salmon,green grapes,gums,whole weat flour,frozen smoothie,low fat yogurt,green tea"
5760,"avocado,meatballs,milk,olive oil,salmon,eggs"
5761,babies food
5762,"whole wheat rice,cooking oil,cereals,protein bar,magazines,low fat yogurt"
5763,"ground beef,cake,escalope"
5764,"mineral water,cake,french fries,mushroom cream sauce"
5765,
5766,"strong cheese,light cream,cottage cheese"
5767,"chicken,yogurt cake,light mayo"
5768,"chocolate,escalope"
5769,cookies
5770,"flax seed,clothes accessories,chocolate,frozen smoothie,yogurt cake"
5771,"chocolate,champagne,frozen smoothie,light mayo,low fat yogurt"
5772,"milk,energy bar,butter,chicken,cottage cheese,tomato juice,fresh bread"
5773,"ketchup,pancakes,fresh bread"
5774,light mayo
5775,
5776,
5777,"chocolate,spaghetti,fromage blanc,honey,protein bar"
5778,"avocado,almonds,whole wheat rice,protein bar,cauliflower,mint,green tea"
5779,"milk,energy bar,eggs,brownies,yogurt cake,green tea"
5780,"ground beef,milk,french wine,frozen smoothie"
5781,
5782,"spaghetti,eggs,whole wheat rice,cooking oil,chicken,chocolate,cookies,green tea"
5783,"spinach,rice,zucchini"
5784,"shrimp,frozen vegetables,mineral water,honey,strawberries"
5785,"cake,chocolate"
5786,"ground beef,pepper,avocado,olive oil,butter,whole wheat rice,low fat yogurt"
5787,"mint,green tea"
5788,"milk,cooking oil,chocolate"
5789,"energy bar,escalope"
5790,"tomatoes,ground beef,tomato sauce,mineral water,salmon,pancakes"
5791,"ground beef,yams,mineral water,milk,cereals,chocolate,pancakes,fresh bread"
5792,"frozen vegetables,ground beef,spaghetti,milk,olive oil,chicken,eggs,extra dark chocolate"
5793,"mineral water,chocolate,magazines"
5794,"antioxydant juice,french fries"
5795,
5796,"rice,barbecue sauce,ketchup,clothes accessories,french fries,low fat yogurt"
5797,"frozen smoothie,champagne"
5798,"mineral water,pancakes,eggs,light cream,barbecue sauce,cereals,cottage cheese"
5799,"tomatoes,milk,vegetables mix,eggs,chocolate,french fries,low fat yogurt"
5800,"hand protein bar,green tea"
5801,
5802,"mineral water,mint"
5803,
5804,"tomatoes,spaghetti,french fries,escalope"
5805,"cooking oil,low fat yogurt,green tea"
5806,
5807,"milk,eggs,chili,green tea"
5808,"mineral water,french wine,fromage blanc,pancakes,eggs,honey,cooking oil,chicken,brownies"
5809,"burgers,red wine,tomatoes,spaghetti,mineral water,avocado,vegetables mix,pancakes,french fries"
5810,"frozen vegetables,milk,eggs,mushroom cream sauce"
5811,
5812,"ground beef,mineral water,carrots,green tea"
5813,"grated cheese,frozen vegetables,tomatoes,spaghetti,olive oil,energy bar,honey"
5814,"mineral water,almonds,chocolate,fresh bread"
5815,"mineral water,chocolate"
5816,
5817,"french fries,mint"
5818,
5819,
5820,
5821,
5822,"spaghetti,milk,butter,black tea,pancakes,eggs,salt"
5823,"pepper,mineral water"
5824,"milk,black tea,whole wheat rice,melons"
5825,"mineral water,black tea,cottage cheese"
5826,"eggs,chicken,cereals"
5827,"cottage cheese,green tea"
5828,"eggs,clothes accessories,french fries"
5829,
5830,"spaghetti,eggs"
5831,"fresh tuna,ground beef,spaghetti,black tea,almonds,barbecue sauce,escalope,mashed potato,cottage cheese"
5832,"ham,chocolate,red wine,frozen vegetables,tomato sauce,spaghetti,muffins,honey,french fries,yogurt cake,salt"
5833,"salmon,cooking oil,body spray"
5834,energy bar
5835,"mineral water,chocolate,chicken,carrots,frozen smoothie,cottage cheese"
5836,"ground beef,mineral water,cake,french fries,protein bar"
5837,"shrimp,tomatoes,mineral water,meatballs"
5838,"spaghetti,eggs"
5839,"chocolate,almonds,chicken,eggs,cooking oil,french fries,champagne"
5840,escalope
5841,"french fries,champagne,strawberries,green tea"
5842,"whole wheat rice,cookies"
5843,"pepper,spaghetti,olive oil,pancakes,cake,light cream,antioxydant juice,frozen smoothie,cookies,low fat yogurt"
5844,"herb & pepper,ground beef,spaghetti,mineral water,pancakes,rice,chicken,frozen smoothie,escalope,protein bar,low fat yogurt"
5845,
5846,"ground beef,tomato sauce,mineral water,soup,milk,eggplant,mint"
5847,"chocolate,mint"
5848,"ground beef,mineral water,cooking oil"
5849,"herb & pepper,ground beef"
5850,"mineral water,cooking oil"
5851,"mineral water,energy bar,eggs,fresh bread"
5852,"chocolate,magazines"
5853,"mineral water,soup,pancakes,tomato juice"
5854,"shrimp,pepper,spaghetti,mineral water,almonds,chicken,bug spray,low fat yogurt"
5855,"frozen vegetables,energy bar,honey,cake,brownies,yogurt cake,energy drink"
5856,champagne
5857,french fries
5858,"ground beef,pepper,mineral water,pancakes,eggs,whole wheat rice,cake,low fat yogurt"
5859,"ground beef,mineral water,soup,pancakes,whole wheat rice,frozen smoothie"
5860,"tomatoes,spaghetti,french fries,escalope,shallot"
5861,
5862,"eggs,whole wheat rice,cooking oil"
5863,low fat yogurt
5864,"spinach,oil,green tea"
5865,"butter,honey,whole wheat rice,cooking oil,hand protein bar,fresh bread"
5866,"mineral water,antioxydant juice,french fries,cookies,hot dogs"
5867,"milk,honey,french fries,frozen smoothie,light mayo,fresh bread"
5868,cookies
5869,eggs
5870,olive oil
5871,"spaghetti,milk,olive oil,black tea,fromage blanc,cake,blueberries,light cream,cereals"
5872,spaghetti
5873,"cookies,low fat yogurt"
5874,"yams,mineral water,honey"
5875,mint
5876,
5877,"eggs,mint,green tea"
5878,"milk,green tea"
5879,"ground beef,chocolate,french fries"
5880,"eggs,french fries"
5881,"brownies,yogurt cake"
5882,"frozen vegetables,parmesan cheese,ground beef,spaghetti,mineral water,chocolate,milk,eggs"
5883,
5884,low fat yogurt
5885,"frozen vegetables,ground beef,spaghetti,soup,eggs,tea,chocolate,tomato juice,zucchini"
5886,"red wine,frozen vegetables,tomatoes,ground beef,spaghetti,eggs,bug spray,green beans,green tea,french fries,cookies"
5887,"mineral water,soup,olive oil,pancakes,eggs"
5888,"chocolate,milk,vegetables mix,eggs,soda,cooking oil,carrots,frozen smoothie,escalope"
5889,
5890,"hot dogs,sparkling water,brownies,pancakes"
5891,"escalope,hot dogs,protein bar,fresh bread"
5892,"blueberries,cereals,green tea"
5893,"spaghetti,chocolate"
5894,"pepper,milk,eggs"
5895,"pepper,spaghetti,burger sauce,brownies"
5896,"cider,barbecue sauce,chocolate,asparagus,green tea"
5897,"red wine,tomatoes,spaghetti,meatballs,milk,almonds,green tea,energy drink"
5898,"mineral water,hot dogs,cottage cheese"
5899,"spaghetti,yams,escalope,mushroom cream sauce"
5900,
5901,"milk,pancakes,low fat yogurt"
5902,"cereals,strawberries"
5903,"muffins,mint"
5904,"red wine,tomato sauce,spaghetti,mineral water,milk,pancakes,eggs"
5905,"pasta,shallot,cottage cheese"
5906,
5907,"shrimp,milk,cake,mint green tea,french fries,fresh bread,low fat yogurt"
5908,"spaghetti,milk,salmon,cooking oil,carrots,cereals,protein bar,mint"
5909,"french fries,protein bar,zucchini"
5910,
5911,
5912,"olive oil,eggs,cake,whole weat flour,pancakes"
5913,
5914,"fresh tuna,herb & pepper,whole wheat pasta,spaghetti,mineral water,milk,pancakes,cake,french fries,escalope,mushroom cream sauce,zucchini"
5915,
5916,
5917,
5918,"soup,avocado,blueberries,tea,escalope,cookies,magazines"
5919,"eggs,cake,french fries,melons,green tea"
5920,pancakes
5921,"escalope,mushroom cream sauce,yogurt cake"
5922,"french wine,green tea,french fries,escalope,strawberries,tomato juice,honey"
5923,avocado
5924,black tea
5925,"tomatoes,spaghetti"
5926,"ham,honey,low fat yogurt"
5927,zucchini
5928,"avocado,cake,green tea"
5929,"champagne,frozen smoothie"
5930,"mineral water,chocolate,milk,energy bar,almonds,cereals,mint"
5931,"olive oil,chocolate"
5932,
5933,low fat yogurt
5934,
5935,
5936,protein bar
5937,"mineral water,salmon,green grapes,chili,french fries,fresh bread,zucchini"
5938,"pancakes,green tea"
5939,
5940,strawberries
5941,
5942,"gums,low fat yogurt"
5943,"spaghetti,mineral water,antioxydant juice,french fries"
5944,cookies
5945,"spaghetti,honey,whole wheat rice,blueberries,cooking oil,green tea,frozen smoothie"
5946,champagne
5947,"milk,oil,chocolate,escalope,babies food"
5948,
5949,"fromage blanc,cake,french fries"
5950,"spaghetti,yams,clothes accessories"
5951,white wine
5952,muffins
5953,"herb & pepper,chocolate,olive oil,vegetables mix,nonfat milk,eggs,cake,eggplant,cereals,brownies,pancakes,green tea"
5954,"cooking oil,french fries,cottage cheese,brownies,yogurt cake,protein bar,salt,tomato juice,mayonnaise"
5955,"spaghetti,energy bar,corn,tomato juice"
5956,"milk,olive oil"
5957,"butter,pancakes,honey,french fries,body spray"
5958,"ground beef,chocolate,oil,carrots,escalope,green tea"
5959,"cake,pancakes,white wine"
5960,
5961,"ham,whole wheat pasta,mineral water,olive oil,honey,frozen smoothie,cottage cheese,brownies"
5962,french fries
5963,
5964,
5965,
5966,"eggs,brownies"
5967,"tomatoes,tea,escalope,champagne"
5968,"french fries,green tea"
5969,"ham,shrimp,milk,french wine,vegetables mix,french fries,frozen smoothie,fresh bread,low fat yogurt"
5970,"ground beef,tomato sauce,salmon,frozen smoothie,yogurt cake"
5971,"tomatoes,spaghetti,eggs"
5972,melons
5973,"energy bar,cake,mint"
5974,"herb & pepper,spaghetti,pancakes,green tea"
5975,"butter,pancakes"
5976,"french fries,energy drink,low fat yogurt"
5977,"cookies,pancakes,low fat yogurt"
5978,"soup,french fries,escalope,magazines"
5979,"champagne,hot dogs,cottage cheese,green tea"
5980,"oil,extra dark chocolate,light mayo,white wine"
5981,"eggplant,escalope,asparagus"
5982,light mayo
5983,"red wine,whole wheat rice"
5984,
5985,
5986,
5987,
5988,"olive oil,blueberries"
5989,"salad,green tea"
5990,"shrimp,ground beef,spaghetti,mineral water,milk,pancakes,cake,gums,bug spray,chicken,whole weat flour,french fries,frozen smoothie,mushroom cream sauce"
5991,shrimp
5992,escalope
5993,
5994,"mineral water,avocado,meatballs,milk,chicken,carrots"
5995,
5996,"chocolate,frozen smoothie"
5997,energy drink
5998,"mineral water,soup,french fries"
5999,"ground beef,spaghetti,mineral water,cooking oil,chocolate"
6000,
6001,
6002,
6003,"champagne,energy drink"
6004,cookies
6005,
6006,
6007,soup
6008,"yams,avocado,salmon,pancakes,light cream,bug spray,chicken"
6009,zucchini
6010,"spaghetti,green grapes,cake,frozen smoothie,cottage cheese"
6011,"cake,pancakes"
6012,french fries
6013,
6014,"french fries,frozen smoothie,hot dogs,low fat yogurt"
6015,
6016,sandwich
6017,"salmon,chocolate"
6018,
6019,"milk,salmon"
6020,"pancakes,energy drink"
6021,"frozen vegetables,mineral water,soup,milk,pancakes,chocolate,french fries,green tea"
6022,
6023,"butter,spinach,extra dark chocolate,antioxydant juice,sparkling water,light mayo"
6024,"avocado,milk,honey"
6025,parmesan cheese
6026,"oil,champagne"
6027,"chocolate,french fries,low fat yogurt"
6028,"brownies,tomato juice"
6029,"escalope,tomato juice"
6030,"frozen smoothie,escalope"
6031,"mineral water,fromage blanc,cake,oil"
6032,"honey,antioxydant juice,low fat yogurt"
6033,"avocado,eggs,barbecue sauce,cookies,salt,babies food"
6034,hand protein bar
6035,"frozen vegetables,tomatoes,milk,muffins,french fries"
6036,"spaghetti,mineral water,soup,nonfat milk,pancakes,extra dark chocolate,magazines"
6037,"cake,sparkling water,mint"
6038,
6039,"chocolate,champagne"
6040,"honey,tomato juice"
6041,"tomatoes,mineral water,french wine,vegetables mix,honey,soda,sandwich,hand protein bar,tomato juice,low fat yogurt"
6042,
6043,"spaghetti,whole wheat rice,champagne,frozen smoothie,pancakes,light mayo"
6044,
6045,
6046,"vegetables mix,french fries"
6047,cookies
6048,"french fries,pancakes,green tea"
6049,
6050,
6051,
6052,"french fries,body spray,pancakes,green tea"
6053,
6054,"cooking oil,chocolate,strawberries"
6055,brownies
6056,"milk,cider,whole wheat rice"
6057,"whole wheat rice,low fat yogurt"
6058,french fries
6059,"tomatoes,parmesan cheese,spaghetti,whole wheat rice,cereals,chocolate,fresh bread"
6060,"spaghetti,vegetables mix,rice,escalope,cookies"
6061,
6062,"french fries,frozen smoothie"
6063,"frozen vegetables,ground beef,mineral water,eggs,chocolate,hot dogs"
6064,
6065,fresh bread
6066,whole wheat rice
6067,
6068,"mineral water,french fries"
6069,"chocolate,olive oil,eggs"
6070,muffins
6071,
6072,"mineral water,milk,cake,french fries,champagne"
6073,tomato juice
6074,"mineral water,cottage cheese,pancakes"
6075,
6076,green tea
6077,
6078,"tomatoes,spaghetti,soup,energy bar,cake,french fries,brownies"
6079,"herb & pepper,yams,avocado,olive oil,black tea,vegetables mix,eggs,honey,rice,green tea"
6080,"tomato juice,mayonnaise"
6081,"frozen smoothie,hot dogs"
6082,mineral water
6083,"flax seed,light cream"
6084,
6085,"shrimp,ground beef,spaghetti,muffins,pancakes,eggs,honey,cookies,cottage cheese,magazines"
6086,french fries
6087,"nonfat milk,green grapes,cake,cookies,cottage cheese,brownies,fresh bread,green tea"
6088,"light cream,frozen smoothie,tomato juice"
6089,"carrots,cookies"
6090,
6091,"milk,olive oil,almonds,green tea,french fries,frozen smoothie,protein bar"
6092,"frozen vegetables,mineral water,black tea,whole wheat rice,frozen smoothie"
6093,
6094,
6095,chocolate
6096,
6097,"ground beef,mineral water,flax seed,eggs,escalope,brownies"
6098,"carrots,tomato juice"
6099,
6100,"frozen vegetables,mineral water,eggs,honey"
6101,milk
6102,"shrimp,ground beef,rice,cookies,babies food,tomato juice"
6103,"eggs,strawberries,green tea"
6104,"cake,french fries"
6105,"almonds,eggs,green tea"
6106,"pepper,spaghetti,eggs"
6107,"salt,fresh bread"
6108,light mayo
6109,"chocolate,soup,cake,pancakes,cauliflower"
6110,
6111,"chocolate,chicken,green tea"
6112,tomato juice
6113,"ground beef,spaghetti,soup,milk,energy bar,cooking oil,toothpaste,zucchini"
6114,"milk,honey"
6115,green tea
6116,"soup,cooking oil,extra dark chocolate"
6117,
6118,
6119,"ground beef,soup,energy drink,low fat yogurt"
6120,
6121,"black tea,escalope"
6122,chocolate
6123,french fries
6124,
6125,
6126,champagne
6127,
6128,"flax seed,chicken,green tea,magazines"
6129,"almonds,eggs,french fries"
6130,"pasta,green tea"
6131,
6132,"mineral water,soup,milk,whole wheat rice,cake,cereals,melons"
6133,"mineral water,eggs,light cream"
6134,"eggs,toothpaste"
6135,"chicken,cider,eggs,chocolate,french fries,frozen smoothie,escalope,pancakes,low fat yogurt"
6136,"milk,green tea,magazines,low fat yogurt"
6137,"ground beef,cake"
6138,"french fries,hot dogs"
6139,"mineral water,milk,bug spray,green beans,french fries,magazines"
6140,"ground beef,french wine,whole wheat rice"
6141,
6142,"spaghetti,olive oil,carrots"
6143,
6144,olive oil
6145,
6146,red wine
6147,"pepper,chili"
6148,"tomato sauce,soup,oil,french fries,cookies,fresh bread"
6149,"spaghetti,soup,whole wheat rice,tomato juice"
6150,"champagne,hot dogs"
6151,"spaghetti,mineral water,butter,salmon,nonfat milk,magazines,mayonnaise,green tea"
6152,"parmesan cheese,mineral water,eggs"
6153,"herb & pepper,mineral water,gluten free bar"
6154,"red wine,mineral water,fromage blanc,eggs,cake,pet food,frozen smoothie,hot dogs,gluten free bar"
6155,"almonds,whole wheat rice"
6156,"shrimp,mineral water,soup,milk,escalope,white wine"
6157,energy bar
6158,"tomatoes,spaghetti,flax seed,salmon,cake,brownies"
6159,
6160,pasta
6161,"chocolate,frozen smoothie,escalope,cookies"
6162,
6163,"shrimp,frozen vegetables,tomatoes"
6164,"eggs,protein bar,fresh bread,low fat yogurt"
6165,salmon
6166,"herb & pepper,ground beef,mineral water,soup,milk,french wine,chicken,pancakes,whole weat flour,clothes accessories,fresh bread"
6167,"spaghetti,mineral water,milk,french wine,salmon,eggs"
6168,"spaghetti,mineral water,cooking oil"
6169,"spaghetti,milk,chicken,eggs"
6170,
6171,"mineral water,energy bar,bug spray"
6172,"parmesan cheese,mineral water,eggs,champagne,white wine"
6173,
6174,
6175,"frozen vegetables,ground beef,vegetables mix,nonfat milk,chocolate"
6176,
6177,
6178,"spaghetti,milk,olive oil,butter,chicken"
6179,"frozen vegetables,whole wheat pasta,spaghetti,mineral water,soup,bacon,eggs,light cream,cooking oil,chicken,body spray,pancakes"
6180,
6181,
6182,
6183,eggplant
6184,"cake,french fries,hot dogs,low fat yogurt,green tea"
6185,
6186,white wine
6187,
6188,eggs
6189,"eggs,chocolate"
6190,"frozen vegetables,ground beef,meatballs,energy bar,whole wheat rice,frozen smoothie"
6191,"cookies,melons"
6192,
6193,"whole wheat pasta,spaghetti,milk,salmon"
6194,"ground beef,spaghetti,energy bar"
6195,"almonds,eggs,chicken,light mayo"
6196,"oil,toothpaste"
6197,
6198,
6199,"salad,fresh bread"
6200,"ground beef,salmon,vegetables mix,eggs,chocolate"
6201,"eggs,babies food"
6202,
6203,
6204,eggs
6205,"frozen vegetables,eggs,cake"
6206,hot dogs
6207,"eggplant,cookies,brownies,low fat yogurt"
6208,
6209,"energy bar,almonds,cake,green tea"
6210,"champagne,salt"
6211,
6212,"tomatoes,parmesan cheese,spaghetti"
6213,mint green tea
6214,"soup,mushroom cream sauce,low fat yogurt,honey"
6215,"chocolate,eggs,rice,light mayo"
6216,"milk,vegetables mix,brownies,fresh bread,low fat yogurt"
6217,"herb & pepper,mineral water,eggs,cake,frozen smoothie"
6218,
6219,
6220,
6221,low fat yogurt
6222,"spaghetti,milk,cider,eggs"
6223,yogurt cake
6224,
6225,
6226,
6227,
6228,mineral water
6229,
6230,
6231,"butter,flax seed,honey,green tea"
6232,muffins
6233,"pepper,milk,olive oil,butter,bug spray,green tea,chocolate,escalope"
6234,"mineral water,pancakes,whole weat flour,french fries"
6235,"mineral water,eggs,ketchup,corn,pancakes"
6236,
6237,low fat yogurt
6238,"chocolate,escalope"
6239,
6240,"pet food,energy drink"
6241,"turkey,tomatoes,soup,milk,salmon,honey,green beans,whole weat flour,french fries,frozen smoothie,tomato juice"
6242,"burgers,frozen vegetables,spaghetti,olive oil,french wine,eggs,gums,pancakes,salt,green tea"
6243,"spaghetti,tomato juice,fresh bread"
6244,whole wheat pasta
6245,"ground beef,spaghetti,mineral water,french fries,light mayo"
6246,mushroom cream sauce
6247,"cider,cake,green tea"
6248,mushroom cream sauce
6249,"whole wheat pasta,french fries"
6250,"spaghetti,green grapes"
6251,gums
6252,cookies
6253,whole wheat rice
6254,
6255,
6256,
6257,"frozen vegetables,ground beef,milk,whole wheat rice,eggplant,cookies,mushroom cream sauce,low fat yogurt"
6258,
6259,"mineral water,eggs,green tea,low fat yogurt"
6260,"eggs,french fries"
6261,"green tea,chocolate"
6262,"brownies,low fat yogurt"
6263,"meatballs,milk"
6264,low fat yogurt
6265,"french fries,escalope"
6266,
6267,
6268,
6269,"milk,cereals,pancakes"
6270,"carrots,ham,yogurt cake"
6271,mineral water
6272,"escalope,champagne,hot dogs,fresh bread"
6273,"soda,frozen smoothie,hot dogs,cottage cheese,yogurt cake,tomato juice,fresh bread"
6274,"carrots,frozen smoothie"
6275,"chocolate,almonds,pancakes"
6276,
6277,pancakes
6278,"ground beef,milk,olive oil,salmon,chili"
6279,"frozen vegetables,tomatoes,spaghetti,soda,green tea"
6280,milk
6281,mineral water
6282,"spaghetti,chocolate,milk,black tea,eggs,low fat yogurt"
6283,"avocado,french fries,escalope,body spray"
6284,
6285,barbecue sauce
6286,eggs
6287,"spaghetti,mineral water,milk,salmon,chocolate,frozen smoothie,escalope,hot dogs,sparkling water"
6288,"pepper,mineral water,chocolate,oil,chili,escalope"
6289,"spaghetti,whole wheat rice,frozen smoothie,yogurt cake"
6290,"tomatoes,spaghetti,mineral water,chutney,eggs,cake,french fries"
6291,"red wine,ground beef,pepper,ham,fresh bread,low fat yogurt"
6292,eggs
6293,pancakes
6294,"mineral water,chocolate,french fries"
6295,"eggs,eggplant,yogurt cake,fresh bread"
6296,
6297,"spaghetti,mineral water,olive oil,pancakes,cake,ham,mint green tea,chocolate,french fries"
6298,"french fries,mashed potato"
6299,low fat yogurt
6300,eggs
6301,"grated cheese,french wine,pancakes,eggs,cake,chicken,hot dogs"
6302,"ham,shrimp,tomatoes,whole wheat rice,carrots,green tea,yogurt cake,low fat yogurt"
6303,pet food
6304,salmon
6305,green tea
6306,carrots
6307,
6308,"fresh tuna,tomatoes,fromage blanc"
6309,"green tea,melons"
6310,escalope
6311,"tomatoes,whole wheat pasta,mineral water,chocolate,olive oil"
6312,"frozen vegetables,ground beef,spaghetti,mineral water,soup,pancakes"
6313,"butter,gums,cereals,body spray,green tea"
6314,"ground beef,mineral water,milk,whole weat flour"
6315,"soup,milk,french wine,whole wheat rice,cookies"
6316,"mineral water,pancakes,whole wheat rice,french fries,cookies"
6317,mayonnaise
6318,"whole wheat rice,cake,champagne,pancakes,green tea"
6319,"butter,low fat yogurt,green tea"
6320,"french fries,protein bar"
6321,"yogurt cake,salad"
6322,"eggs,escalope"
6323,"mineral water,fromage blanc,french fries"
6324,
6325,"milk,strong cheese,chocolate"
6326,eggs
6327,"vegetables mix,eggs,chocolate,escalope,mushroom cream sauce"
6328,
6329,"spaghetti,milk"
6330,"mineral water,chocolate,milk,olive oil,salmon,eggs,cooking oil,fresh bread"
6331,
6332,
6333,"french fries,escalope"
6334,"milk,cooking oil,hot dogs"
6335,yogurt cake
6336,energy drink
6337,"spaghetti,milk,muffins,frozen smoothie,hot dogs,low fat yogurt"
6338,yogurt cake
6339,"herb & pepper,vegetables mix,eggs,french fries"
6340,pasta
6341,"frozen vegetables,cake,melons"
6342,"french fries,champagne,shallot"
6343,"ground beef,milk,chicken,fromage blanc,whole wheat rice,ketchup,hot dogs,brownies,light mayo"
6344,
6345,
6346,whole wheat rice
6347,
6348,
6349,
6350,"olive oil,gums,strawberries,low fat yogurt"
6351,
6352,"escalope,champagne"
6353,"ground beef,tomato sauce,spaghetti,chocolate,escalope,low fat yogurt"
6354,eggs
6355,
6356,
6357,"whole wheat rice,frozen smoothie"
6358,eggs
6359,
6360,"mineral water,milk,black tea"
6361,"mineral water,eggs,french fries,hot dogs,cottage cheese,brownies,gluten free bar,light mayo"
6362,"energy bar,whole wheat rice,bug spray,french fries,hot dogs,sparkling water,shampoo"
6363,green grapes
6364,green tea
6365,"ground beef,pancakes,burger sauce,french fries"
6366,"muffins,rice,cereals"
6367,"cookies,light mayo"
6368,low fat yogurt
6369,"spaghetti,carrots,chocolate,frozen smoothie"
6370,"energy bar,vegetables mix,cottage cheese,pancakes,fresh bread"
6371,mineral water
6372,"mineral water,french wine,cereals"
6373,
6374,"tomato juice,fresh bread,honey"
6375,"cooking oil,eggplant"
6376,"fresh tuna,milk,chicken,champagne,asparagus,white wine"
6377,frozen smoothie
6378,mineral water
6379,"energy bar,whole wheat rice,cake"
6380,"chocolate,milk,pancakes,eggs"
6381,energy bar
6382,"spaghetti,mineral water,meatballs,salt"
6383,"spaghetti,milk,carrots,chocolate,pasta,green tea"
6384,"cooking oil,extra dark chocolate,chocolate,escalope,brownies,fresh bread"
6385,yogurt cake
6386,"eggs,escalope"
6387,
6388,
6389,
6390,"chocolate,champagne,green tea"
6391,"cake,chocolate,frozen smoothie,escalope"
6392,
6393,"tomatoes,ground beef,chocolate,soup,strawberries,pancakes"
6394,"chicken,honey"
6395,
6396,babies food
6397,
6398,"milk,energy bar"
6399,
6400,"cereals,green tea,hot dogs,fresh bread"
6401,"soup,chicken,green tea"
6402,energy drink
6403,"milk,frozen smoothie,green tea"
6404,
6405,"grated cheese,frozen vegetables,avocado,carrots,hot dogs,green tea"
6406,"whole wheat rice,corn,champagne"
6407,
6408,"ground beef,soup,french wine,strong cheese"
6409,"mineral water,pancakes,yogurt cake,green tea"
6410,
6411,low fat yogurt
6412,"meatballs,butter,almonds,chicken,fromage blanc,strong cheese,green beans"
6413,"mineral water,chicken,whole wheat rice"
6414,"eggs,honey,hot dogs,light mayo"
6415,
6416,"whole wheat rice,melons,green tea"
6417,"cookies,shallot,hot dogs,green tea"
6418,energy drink
6419,"pepper,yams,chicken,whole wheat rice,eggplant,green tea"
6420,"tomatoes,pancakes,cake,gums,cereals,low fat yogurt"
6421,
6422,"butter,carrots,chocolate,cookies"
6423,"grated cheese,soup,green tea"
6424,
6425,
6426,"cake,gums,chicken,french fries,hot dogs,energy drink"
6427,
6428,
6429,
6430,"spaghetti,mineral water,milk,cottage cheese,low fat yogurt"
6431,"mineral water,salmon"
6432,whole wheat rice
6433,"chicken,magazines"
6434,
6435,"fresh bread,green tea"
6436,chocolate
6437,"milk,low fat yogurt"
6438,"shrimp,chocolate,milk,whole wheat rice,cooking oil,frozen smoothie,tomato juice,low fat yogurt"
6439,"burgers,shrimp,salmon,vegetables mix,burger sauce,oil,green tea,brownies,tomato juice"
6440,"mineral water,eggs,champagne,pancakes"
6441,
6442,"green tea,light mayo"
6443,"herb & pepper,whole wheat pasta,pancakes,oil"
6444,
6445,"parmesan cheese,vegetables mix,eggs,barbecue sauce,cookies"
6446,"frozen vegetables,eggs,french fries,energy drink"
6447,"red wine,spaghetti,mineral water,eggs,light mayo"
6448,
6449,"mineral water,almonds,rice,green tea"
6450,"cooking oil,toothpaste"
6451,"ground beef,mineral water,flax seed"
6452,hot dogs
6453,"butter,cake,cooking oil,cereals,pancakes,white wine,low fat yogurt"
6454,"milk,eggs,green tea"
6455,"mineral water,eggs"
6456,
6457,"meatballs,whole wheat rice,light cream"
6458,energy drink
6459,"mineral water,hand protein bar"
6460,"tomatoes,mineral water,french fries,low fat yogurt"
6461,"burgers,eggs,french fries,shallot,energy drink,green tea"
6462,french fries
6463,"pepper,mineral water,chicken,strong cheese,chocolate,french fries"
6464,"whole wheat pasta,mineral water,rice,green tea,magazines"
6465,"french wine,salmon,pancakes,gums"
6466,
6467,"mineral water,eggs,green tea"
6468,"herb & pepper,shrimp,low fat yogurt"
6469,"green grapes,eggs,chocolate,zucchini"
6470,"pancakes,barbecue sauce,melons"
6471,"tomatoes,ground beef,spaghetti,mineral water,milk,cake,french fries,fresh bread,green tea"
6472,"burgers,grated cheese,herb & pepper,red wine,frozen vegetables,ground beef,mineral water,milk,cider,eggs,cake,escalope,cookies,low fat yogurt"
6473,"frozen vegetables,cooking oil,chocolate"
6474,"burgers,fresh tuna,parmesan cheese,spaghetti,avocado,olive oil,chocolate,french fries"
6475,mushroom cream sauce
6476,
6477,
6478,french fries
6479,"frozen vegetables,spaghetti,corn,zucchini"
